original;connected;weight;SENS UNIQUE;trafic
3.06618, 50.63921;3.06705, 50.63932;182;0;0
3.06619, 50.60628;3.06597, 50.60657;17;0;0
3.06619, 50.60628;3.0667, 50.60633;108;0;0
3.06621, 50.61009;3.06707, 50.60974;22;0;0
3.06621, 50.61009;3.06707, 50.60974;22;0;0
3.06621, 50.61009;3.06763, 50.61153;35;0;2
3.06624, 50.61244;3.06563, 50.6118;99;0;0
3.06624, 50.64231;3.06689, 50.64287;19;1;0
3.06625, 50.60133;3.06557, 50.60212;21;0;2
3.06625, 50.60133;3.06761, 50.60169;25;0;2
3.06625, 50.73564;3.05892, 50.73022;56;0;1
3.06625, 50.73564;3.05803, 50.73602;76;0;0
3.06627, 50.59784;3.06639, 50.59767;11;0;0
3.06627, 50.67307;3.06612, 50.67276;5;0;1
3.06627, 50.67307;3.06473, 50.67331;76;1;0
3.06627, 50.77113;3.06589, 50.77072;22;0;2
3.06628, 50.6703;3.06533, 50.66747;59;0;1
3.06628, 50.6703;3.067, 50.66979;15;0;0
3.06629, 50.62128;3.06569, 50.62061;15;0;0
3.06631, 50.65474;3.06635, 50.65484;3;1;1
3.06633, 50.63841;3.06588, 50.63903;219;1;0
3.06635, 50.65484;3.06614, 50.65481;3;1;1
3.06635, 50.68207;3.06548, 50.68167;16;0;2
3.06637, 50.60117;3.06625, 50.60133;5;0;0
3.06637, 50.60117;3.06534, 50.60023;35;0;0
3.06637, 50.60298;3.06675, 50.60322;86;0;6
3.06637, 50.63371;3.06569, 50.63342;14;0;0
3.06637, 50.63371;3.06671, 50.63337;179;1;0
3.06639, 50.62265;3.06578, 50.62264;11;1;0
3.06639, 50.67455;3.06682, 50.6742;30;1;0
3.06642, 50.6278;3.06644, 50.62703;110;1;0
3.06642, 50.6278;3.0684, 50.62784;287;1;0
3.06643, 50.6326;3.06611, 50.63167;135;1;0
3.06644, 50.62703;3.06734, 50.62702;123;1;0
3.06644, 50.62703;3.06646, 50.62615;107;1;0
3.06644, 50.72768;3.06497, 50.72715;29;0;0
3.06645, 50.60428;3.06678, 50.60403;6;0;2
3.06645, 50.60428;3.06606, 50.60416;11;0;2
3.06646, 50.62615;3.06737, 50.62616;12;0;0
3.06646, 50.63581;3.06702, 50.63602;13;0;0
3.06646, 50.63581;3.06696, 50.63536;228;1;0
3.06646, 50.63581;3.06514, 50.63536;268;0;0
3.06648, 50.64154;3.06624, 50.64231;52;1;0
3.06652, 50.63021;3.06566, 50.62959;80;1;0
3.06652, 50.63021;3.0675, 50.62955;19;1;0
3.06653, 50.65881;3.06476, 50.65927;20;1;0
3.06653, 50.65881;3.06782, 50.65958;30;1;0
3.06654, 50.67357;3.0648, 50.67373;41;1;0
3.06654, 50.67357;3.06627, 50.67307;7;0;1
3.06655, 50.62156;3.06731, 50.62055;38;1;0
3.06655, 50.62156;3.06629, 50.62128;5;0;0
3.06656, 50.77116;3.06649, 50.77161;10;0;0
3.06656, 50.77116;3.06627, 50.77113;5;0;0
3.06657, 50.67462;3.06682, 50.6742;7;0;1
3.06657, 50.67462;3.06639, 50.67455;40;1;0
3.06662, 50.63319;3.06643, 50.6326;130;1;0
3.06662, 50.63319;3.06801, 50.6334;43;1;0
3.06663, 50.63166;3.06826, 50.63202;26;0;0
3.06663, 50.63166;3.06606, 50.63124;74;1;0
3.06663, 50.6365;3.06702, 50.63602;0;1;0
3.06663, 50.6365;3.06742, 50.63688;34;1;0
3.06664, 50.59941;3.0669, 50.59869;19;0;2
3.06664, 50.59941;3.06538, 50.59916;11;0;1
3.06669, 50.62396;3.06639, 50.62265;48;1;0
3.06669, 50.62396;3.0659, 50.6237;8;0;0
3.06669, 50.65568;3.06791, 50.65506;30;1;0
3.06669, 50.65568;3.067, 50.65594;7;0;0
3.0667, 50.67268;3.06662, 50.67241;6;0;2
3.0667, 50.67268;3.06754, 50.67261;13;0;2
3.0667, 50.71036;3.06722, 50.70904;25;0;0
3.06671, 50.63337;3.068, 50.63355;230;1;0
3.06671, 50.63337;3.06662, 50.63319;194;1;0
3.06671, 50.66616;3.06765, 50.66551;31;0;0
3.06671, 50.66616;3.06748, 50.66634;9;0;1
3.06672, 50.629;3.06839, 50.6282;272;0;0
3.06673, 50.60064;3.06534, 50.60023;23;0;0
3.06673, 50.60064;3.06637, 50.60117;8;0;0
3.06673, 50.65434;3.0668, 50.65292;26;1;0
3.06673, 50.65434;3.06559, 50.65401;83;1;0
3.06675, 50.61317;3.06901, 50.61293;30;0;0
3.06675, 50.61317;3.06624, 50.61244;84;1;0
3.06676, 50.75736;3.06601, 50.75795;8;0;0
3.06676, 50.75736;3.06329, 50.75599;14;0;1
3.06678, 50.60403;3.06741, 50.60445;11;0;0
3.0668, 50.65292;3.06707, 50.65107;42;1;0
3.0668, 50.65292;3.06589, 50.65286;21;0;0
3.06682, 50.61621;3.06286, 50.61628;79;0;9
3.06682, 50.61621;3.06304, 50.61664;30;1;9
3.06682, 50.6742;3.06703, 50.67459;25;1;0
3.06682, 50.6742;3.06596, 50.67399;20;0;2
3.06682, 50.6742;3.06807, 50.67325;16;0;1
3.06682, 50.6742;3.06654, 50.67357;10;0;1
3.06683, 50.59599;3.06568, 50.59531;20;0;0
3.06683, 50.59599;3.0674, 50.59527;17;0;0
3.06686, 50.61767;3.06683, 50.6164;22;0;0
3.06686, 50.61767;3.06927, 50.61776;52;0;1
3.06686, 50.61783;3.06873, 50.61852;88;1;0
3.06686, 50.61783;3.06686, 50.61767;3;0;0
3.06689, 50.60531;3.06619, 50.60628;16;0;0
3.06689, 50.60531;3.06591, 50.60494;27;0;2
3.06689, 50.64287;3.06724, 50.64313;166;0;0
3.06689, 50.64287;3.06509, 50.64376;31;1;0
3.06691, 50.61834;3.06603, 50.61766;47;0;2
3.06691, 50.61834;3.06686, 50.61783;26;0;0
3.06693, 50.74137;3.06477, 50.74243;14;0;1
3.06695, 50.60354;3.06678, 50.60403;9;0;0
3.06695, 50.60354;3.06802, 50.60375;34;0;2
3.06695, 50.67538;3.06854, 50.67531;47;0;2
3.06695, 50.67538;3.06667, 50.67497;209;0;2
3.06696, 50.6052;3.06689, 50.60531;2;0;0
3.06696, 50.6052;3.06786, 50.60557;86;0;0
3.06696, 50.63536;3.06777, 50.63441;38;0;0
3.06696, 50.64949;3.06835, 50.64831;25;1;1
3.06698, 50.65442;3.0675, 50.65492;30;0;0
3.06698, 50.65442;3.06673, 50.65434;4;0;0
3.06698, 50.65442;3.06631, 50.65474;11;0;0
3.067, 50.65594;3.0684, 50.65714;25;0;0
3.06702, 50.61923;3.06691, 50.61834;36;0;0
3.06702, 50.63602;3.06853, 50.63622;95;0;0
3.06703, 50.60808;3.06797, 50.60759;16;0;0
3.06703, 50.60808;3.06856, 50.60883;24;0;0
3.06703, 50.67459;3.06695, 50.67538;25;0;0
3.06703, 50.67459;3.06844, 50.67415;27;1;0
3.06703, 50.67801;3.06657, 50.67676;205;0;2
3.06703, 50.67801;3.06797, 50.67833;28;0;0
3.06703, 50.67801;3.06599, 50.6791;30;1;0
3.06704, 50.60509;3.06696, 50.6052;2;0;0
3.06705, 50.63932;3.06796, 50.63956;176;0;0
3.06706, 50.60013;3.06673, 50.60064;8;0;0
3.06706, 50.60013;3.06636, 50.59993;11;0;0
3.06707, 50.60974;3.06763, 50.61153;131;1;2
3.06707, 50.60974;3.06783, 50.60937;110;0;0
3.06707, 50.60974;3.06783, 50.60937;110;0;0
3.06707, 50.61955;3.06702, 50.61923;26;0;0
3.06707, 50.65107;3.06265, 50.6534;54;0;0
3.06709, 50.60327;3.06675, 50.60322;0;0;6
3.06709, 50.60327;3.06695, 50.60354;6;0;0
3.0671, 50.66798;3.06533, 50.66747;92;0;2
3.0671, 50.76964;3.06501, 50.76923;33;0;0
3.0671, 50.76964;3.06589, 50.77072;45;0;0
3.06711, 50.60496;3.06704, 50.60509;2;0;0
3.06711, 50.60496;3.06688, 50.60493;6;0;2
3.06712, 50.61223;3.06544, 50.61045;38;1;2
3.06712, 50.61223;3.06624, 50.61244;12;0;0
3.06714, 50.60317;3.06709, 50.60327;2;0;0
3.06714, 50.60317;3.06847, 50.60346;65;0;2
3.06719, 50.62055;3.06707, 50.61955;42;0;0
3.06719, 50.62055;3.06731, 50.62055;1;0;0
3.06722, 50.70904;3.0667, 50.71036;25;0;0
3.06722, 50.70904;3.06805, 50.70764;28;0;0
3.06724, 50.59623;3.06683, 50.59599;7;0;0
3.06724, 50.59623;3.06716, 50.59668;11;0;0
3.06724, 50.64313;3.06789, 50.64371;158;0;0
3.06725, 50.6462;3.0687, 50.64787;43;0;0
3.06725, 50.67173;3.06812, 50.67171;9;0;0
3.06726, 50.64071;3.06785, 50.64103;133;0;0
3.06727, 50.62248;3.06655, 50.62156;20;0;0
3.06727, 50.62248;3.06765, 50.62234;131;1;0
3.06728, 50.60467;3.06816, 50.60464;61;1;5
3.06728, 50.60467;3.06711, 50.60496;5;0;0
3.06729, 50.63761;3.06795, 50.63794;160;1;0
3.06729, 50.63761;3.0679, 50.63726;188;1;0
3.06729, 50.63761;3.06633, 50.63841;49;1;0
3.0673, 50.62417;3.06669, 50.62396;7;0;0
3.0673, 50.62417;3.0681, 50.62397;37;0;0
3.06731, 50.60285;3.06646, 50.60264;21;0;2
3.06731, 50.60285;3.06714, 50.60317;6;0;0
3.06731, 50.62055;3.06761, 50.62012;89;1;0
3.06731, 50.62055;3.06869, 50.62122;26;1;0
3.06734, 50.62702;3.06842, 50.62702;122;1;0
3.06734, 50.62702;3.06737, 50.62616;18;1;0
3.06737, 50.62616;3.06844, 50.62618;20;0;0
3.06737, 50.66851;3.0671, 50.66798;9;0;0
3.06737, 50.66851;3.06886, 50.66888;37;0;0
3.06738, 50.75703;3.06676, 50.75736;8;0;0
3.06739, 50.62264;3.06727, 50.62248;4;0;0
3.06739, 50.62264;3.06639, 50.62265;30;1;0
3.0674, 50.59527;3.06612, 50.59478;26;0;0
3.0674, 50.59527;3.06786, 50.59471;14;0;0
3.0674, 50.68577;3.0689, 50.68785;41;0;2
3.06741, 50.59962;3.06664, 50.59941;8;0;1
3.06741, 50.59962;3.06706, 50.60013;9;0;0
3.06741, 50.60445;3.06728, 50.60467;4;0;0
3.06741, 50.60445;3.06816, 50.60464;55;1;5
3.06741, 50.60445;3.06854, 50.60426;17;0;0
3.06741, 50.66744;3.0671, 50.66798;14;0;0
3.06741, 50.66744;3.06836, 50.66764;18;1;0
3.06742, 50.63688;3.0688, 50.6367;38;1;0
3.06742, 50.63688;3.0679, 50.63726;93;1;0
3.06743, 50.70396;3.06832, 50.70296;17;1;0
3.06745, 50.57298;3.07076, 50.57628;95;0;4
3.06745, 50.57298;3.07076, 50.57628;95;0;4
3.06745, 50.57298;3.06993, 50.5734;31;0;1
3.06745, 50.60259;3.06731, 50.60285;4;0;0
3.06745, 50.60259;3.06557, 50.60212;25;0;0
3.06745, 50.60699;3.0667, 50.60633;25;0;0
3.06745, 50.60699;3.06826, 50.60577;74;0;0
3.06745, 50.65857;3.06653, 50.65881;10;1;0
3.06745, 50.65857;3.06717, 50.65812;14;0;0
3.06745, 50.77222;3.06656, 50.77116;42;0;0
3.06745, 50.77222;3.0675, 50.77253;18;0;2
3.06747, 50.75732;3.06738, 50.75703;3;0;0
3.06748, 50.57706;3.06319, 50.58488;406;0;0
3.06748, 50.57706;3.07032, 50.57727;72;0;0
3.06748, 50.66634;3.06834, 50.66613;16;0;0
3.06748, 50.66634;3.06808, 50.66649;7;0;1
3.0675, 50.62955;3.06672, 50.629;30;1;0
3.0675, 50.65492;3.06635, 50.65484;15;0;1
3.0675, 50.77253;3.06745, 50.77222;14;0;2
3.06751, 50.61812;3.06735, 50.6183;0;0;2
3.06751, 50.64027;3.06726, 50.64071;134;1;0
3.06751, 50.64027;3.06718, 50.63987;9;0;0
3.06752, 50.60245;3.06745, 50.60259;2;0;0
3.06752, 50.60245;3.06916, 50.60284;27;1;0
3.06752, 50.61937;3.06702, 50.61923;57;0;0
3.06752, 50.61937;3.06767, 50.61917;6;0;2
3.06753, 50.65424;3.06698, 50.65442;9;0;0
3.06753, 50.65424;3.06773, 50.65303;58;1;0
3.06755, 50.77294;3.06583, 50.77299;10;0;0
3.06755, 50.77294;3.0675, 50.77253;10;0;2
3.06757, 50.65759;3.06857, 50.65828;22;1;0
3.06757, 50.65759;3.0684, 50.65714;49;1;0
3.0676, 50.65101;3.06707, 50.65107;6;0;0
3.0676, 50.65101;3.0678, 50.6503;28;0;2
3.0676, 50.69857;3.07181, 50.69997;21;0;1
3.0676, 50.69857;3.06532, 50.70188;46;0;0
3.06761, 50.60169;3.06752, 50.60245;15;0;0
3.06761, 50.62012;3.06835, 50.62034;121;1;0
3.06761, 50.62012;3.06791, 50.6197;81;1;0
3.06762, 50.70709;3.06835, 50.70724;7;0;0
3.06762, 50.70709;3.0654, 50.71137;47;0;0
3.06763, 50.61153;3.06795, 50.61204;10;0;2
3.06764, 50.60136;3.06761, 50.60169;7;0;0
3.06765, 50.62234;3.0674, 50.62199;23;0;2
3.06765, 50.62234;3.06869, 50.62122;108;1;0
3.06766, 50.64266;3.06724, 50.64313;13;0;0
3.06766, 50.64266;3.06889, 50.64239;33;1;2
3.06766, 50.70444;3.06743, 50.70396;7;1;0
3.06766, 50.70444;3.06692, 50.7045;143;0;0
3.06767, 50.68241;3.06635, 50.68207;18;0;2
3.06768, 50.7697;3.0671, 50.76964;6;0;0
3.06768, 50.7697;3.0677, 50.76886;21;0;2
3.0677, 50.72012;3.06582, 50.71957;18;0;0
3.0677, 50.72012;3.06582, 50.71957;18;0;0
3.06773, 50.65303;3.0668, 50.65292;12;1;0
3.06773, 50.66699;3.06842, 50.66716;12;0;0
3.06773, 50.66699;3.06741, 50.66744;7;0;0
3.06774, 50.62441;3.06785, 50.62436;148;0;0
3.06777, 50.63441;3.06799, 50.63366;28;0;0
3.06777, 50.63441;3.06637, 50.63371;35;0;0
3.0678, 50.68135;3.06635, 50.68207;26;0;2
3.0678, 50.68135;3.06746, 50.6819;16;0;2
3.06782, 50.56441;3.07431, 50.56193;75;0;0
3.06782, 50.65958;3.06765, 50.65989;11;0;0
3.06782, 50.65958;3.06935, 50.6587;98;0;2
3.06783, 50.60937;3.06856, 50.60883;9;0;0
3.06783, 50.60937;3.06856, 50.60883;9;0;0
3.06785, 50.62436;3.06822, 50.62419;227;0;0
3.06785, 50.62436;3.0673, 50.62417;8;0;0
3.06785, 50.64103;3.06855, 50.64097;129;1;0
3.06785, 50.64103;3.06804, 50.64179;19;0;0
3.06786, 50.59471;3.06813, 50.59438;8;0;0
3.06786, 50.59471;3.06612, 50.59478;30;0;0
3.06786, 50.60557;3.06834, 50.60469;17;0;0
3.06786, 50.74205;3.06693, 50.74137;22;1;0
3.06788, 50.59644;3.06724, 50.59623;8;0;0
3.06788, 50.59644;3.06806, 50.59583;13;0;0
3.06788, 50.61826;3.06768, 50.61846;0;0;6
3.06789, 50.64371;3.06725, 50.6462;135;1;0
3.06789, 50.64371;3.06905, 50.64322;32;0;0
3.0679, 50.63726;3.06807, 50.63738;181;0;0
3.06791, 50.6197;3.06707, 50.61955;17;0;0
3.06791, 50.6197;3.06869, 50.61987;18;0;0
3.06791, 50.6197;3.06803, 50.61952;7;0;0
3.06791, 50.65506;3.06817, 50.65523;5;0;0
3.06791, 50.65506;3.06798, 50.65496;16;0;0
3.06793, 50.64215;3.06889, 50.64239;18;0;0
3.06793, 50.64215;3.06766, 50.64266;11;0;0
3.06795, 50.61204;3.06712, 50.61223;9;0;0
3.06795, 50.63794;3.06928, 50.6375;99;1;0
3.06795, 50.63794;3.06868, 50.63841;163;1;0
3.06796, 50.63956;3.06751, 50.64027;125;1;0
3.06796, 50.63956;3.0694, 50.63992;34;0;0
3.06797, 50.60759;3.06842, 50.60679;19;0;0
3.06797, 50.60759;3.06745, 50.60699;13;0;0
3.06797, 50.60759;3.06857, 50.60794;8;0;0
3.06797, 50.67833;3.07044, 50.67946;55;0;3
3.06798, 50.65496;3.0675, 50.65492;6;0;1
3.06798, 50.65496;3.06813, 50.65407;56;0;0
3.06799, 50.63366;3.068, 50.63355;129;0;0
3.068, 50.63355;3.06801, 50.6334;5;0;0
3.068, 50.63355;3.0692, 50.63361;116;1;0
3.06801, 50.59649;3.06788, 50.59644;2;0;0
3.06801, 50.59649;3.06822, 50.59708;16;0;0
3.06801, 50.6334;3.06808, 50.63266;18;0;0
3.06803, 50.61952;3.06873, 50.61852;23;1;0
3.06803, 50.61952;3.06752, 50.61937;8;0;0
3.06804, 50.58548;3.07139, 50.58124;173;0;4
3.06804, 50.58548;3.06557, 50.58527;13;0;1
3.06804, 50.64179;3.06793, 50.64215;8;0;0
3.06805, 50.70764;3.06835, 50.70724;142;0;2
3.06806, 50.59583;3.06821, 50.59567;4;0;0
3.06806, 50.59583;3.06769, 50.59571;6;0;0
3.06807, 50.63738;3.06874, 50.63709;37;0;0
3.06807, 50.63738;3.06795, 50.63794;115;1;0
3.06807, 50.67325;3.06928, 50.6723;30;0;1
3.06807, 50.67325;3.0698, 50.67374;67;0;2
3.06808, 50.63266;3.06826, 50.63202;31;0;0
3.06808, 50.63266;3.06643, 50.6326;68;0;2
3.06808, 50.66649;3.06773, 50.66699;11;0;0
3.06808, 50.66649;3.06895, 50.66669;10;0;1
3.06809, 50.70496;3.06766, 50.70444;10;1;0
3.06809, 50.70496;3.06734, 50.70501;143;0;0
3.0681, 50.62397;3.06739, 50.62264;32;0;0
3.06812, 50.66992;3.06831, 50.66996;101;0;0
3.06812, 50.66992;3.06737, 50.66851;22;0;0
3.06812, 50.67171;3.06928, 50.6723;33;0;0
3.06812, 50.67171;3.06812, 50.66992;23;0;0
3.06813, 50.60085;3.06902, 50.60112;106;0;6
3.06813, 50.60085;3.06764, 50.60136;11;0;0
3.06813, 50.65407;3.06753, 50.65424;8;0;0
3.06813, 50.65407;3.06829, 50.65309;28;1;0
3.06816, 50.60464;3.06834, 50.60469;0;1;5
3.06816, 50.63581;3.06824, 50.6359;2;1;0
3.06816, 50.63581;3.06832, 50.63501;23;1;0
3.06816, 50.63581;3.06696, 50.63536;92;1;0
3.06817, 50.65523;3.067, 50.65594;19;0;0
3.06817, 50.65523;3.06848, 50.65545;8;0;0
3.06819, 50.59987;3.06805, 50.60009;9;0;2
3.06822, 50.62419;3.0681, 50.62397;215;0;0
3.06822, 50.62419;3.06918, 50.62366;230;0;0
3.06824, 50.6359;3.06853, 50.63622;8;1;0
3.06824, 50.6359;3.06927, 50.63551;157;1;0
3.06826, 50.60577;3.06786, 50.60557;7;0;0
3.06826, 50.63202;3.0708, 50.63256;37;1;0
3.06826, 50.63202;3.06851, 50.631;175;0;0
3.06829, 50.65309;3.06773, 50.65303;7;1;0
3.06829, 50.76929;3.06839, 50.76897;3;0;0
3.06831, 50.62962;3.06879, 50.62994;28;1;0
3.06831, 50.62962;3.0675, 50.62955;137;1;0
3.06831, 50.66996;3.07058, 50.67048;84;0;0
3.06832, 50.63501;3.0686, 50.63466;12;1;0
3.06832, 50.63501;3.06927, 50.63551;227;1;0
3.06832, 50.70296;3.06927, 50.70397;38;1;0
3.06833, 50.59863;3.06627, 50.59784;23;0;0
3.06833, 50.59863;3.06835, 50.59991;27;0;1
3.06833, 50.68167;3.0678, 50.68135;10;0;2
3.06833, 50.68167;3.06767, 50.68241;52;0;2
3.06834, 50.60018;3.06899, 50.60024;24;0;2
3.06834, 50.60018;3.06813, 50.60085;13;0;0
3.06834, 50.60469;3.06854, 50.60426;8;0;0
3.06834, 50.66613;3.06808, 50.66649;8;0;0
3.06835, 50.59991;3.06741, 50.59962;12;0;1
3.06835, 50.59991;3.06834, 50.60018;6;0;0
3.06835, 50.62034;3.06914, 50.6206;154;1;0
3.06835, 50.62034;3.06859, 50.62;119;1;0
3.06835, 50.64831;3.0687, 50.64787;8;1;1
3.06835, 50.70724;3.06921, 50.70679;10;0;0
3.06835, 50.70724;3.06991, 50.70814;17;0;0
3.06836, 50.66764;3.06974, 50.66799;21;0;0
3.06839, 50.61195;3.06795, 50.61204;4;0;0
3.06839, 50.6282;3.06892, 50.62821;212;0;0
3.06839, 50.6282;3.0684, 50.62784;9;1;0
3.06839, 50.76897;3.0685, 50.7686;42;0;0
3.0684, 50.5985;3.06866, 50.59857;0;0;2
3.0684, 50.62784;3.06842, 50.62702;17;1;0
3.0684, 50.65714;3.06894, 50.65761;21;0;0
3.0684, 50.71609;3.06866, 50.71654;22;0;2
3.06842, 50.59813;3.06833, 50.59863;10;0;1
3.06842, 50.59813;3.0688, 50.59674;29;0;1
3.06842, 50.60679;3.06888, 50.60706;10;0;0
3.06842, 50.60679;3.0691, 50.6061;18;0;0
3.06842, 50.62292;3.06974, 50.62174;57;1;0
3.06842, 50.62292;3.06765, 50.62234;15;1;0
3.06842, 50.62702;3.06844, 50.62618;16;1;0
3.06842, 50.66716;3.06854, 50.66717;2;1;0
3.06843, 50.70528;3.06809, 50.70496;7;1;0
3.06844, 50.62618;3.06847, 50.62447;37;1;0
3.06844, 50.67415;3.06938, 50.67387;14;0;0
3.06844, 50.70549;3.06843, 50.70528;2;0;0
3.06844, 50.70549;3.0677, 50.70549;5;0;0
3.06846, 50.66595;3.06834, 50.66613;4;0;0
3.06847, 50.62447;3.06785, 50.62436;11;0;0
3.06847, 50.62447;3.06968, 50.62439;22;0;0
3.06847, 50.62447;3.06822, 50.62419;238;0;0
3.06848, 50.65545;3.06878, 50.65565;7;0;0
3.06848, 50.65545;3.06771, 50.65601;25;0;0
3.06848, 50.66722;3.06836, 50.66764;10;0;0
3.06848, 50.66722;3.06842, 50.66716;1;1;0
3.06849, 50.66589;3.06846, 50.66595;2;0;0
3.0685, 50.66948;3.06831, 50.66996;171;0;2
3.0685, 50.7686;3.06805, 50.76856;8;0;2
3.06851, 50.631;3.06879, 50.62994;18;0;0
3.06851, 50.631;3.06607, 50.63052;39;1;0
3.06853, 50.63622;3.0688, 50.6367;323;1;0
3.06854, 50.60426;3.06913, 50.6047;11;0;0
3.06854, 50.60426;3.06916, 50.60284;28;0;0
3.06854, 50.66717;3.06944, 50.66734;14;0;0
3.06854, 50.66717;3.06848, 50.66722;1;1;0
3.06854, 50.67531;3.06876, 50.67525;5;0;2
3.06854, 50.67531;3.06813, 50.67522;7;0;2
3.06855, 50.64097;3.07037, 50.64154;273;1;0
3.06856, 50.59774;3.06895, 50.59781;0;0;2
3.06856, 50.60883;3.06919, 50.6083;8;0;0
3.06856, 50.60883;3.06919, 50.6083;8;0;0
3.06857, 50.60794;3.06816, 50.60823;8;0;0
3.06857, 50.60794;3.06919, 50.6083;9;0;0
3.06857, 50.65828;3.06936, 50.65861;23;0;0
3.06857, 50.65828;3.06782, 50.65958;36;0;0
3.06857, 50.65828;3.06745, 50.65857;13;1;0
3.06859, 50.62;3.06869, 50.61987;137;0;0
3.06859, 50.62;3.06791, 50.6197;119;1;0
3.0686, 50.63466;3.06777, 50.63441;20;1;0
3.06866, 50.71654;3.06786, 50.71763;13;0;2
3.06868, 50.60171;3.06764, 50.60136;158;0;2
3.06868, 50.63841;3.06962, 50.63774;23;1;0
3.06868, 50.63841;3.07011, 50.63907;203;1;0
3.06868, 50.63841;3.06796, 50.63956;271;1;0
3.06868, 50.70592;3.06789, 50.70594;7;0;0
3.06868, 50.70592;3.06844, 50.70549;6;0;0
3.06868, 50.76983;3.06768, 50.7697;10;0;0
3.06868, 50.76983;3.06919, 50.77149;51;0;2
3.06869, 50.61987;3.06949, 50.62009;13;0;0
3.06869, 50.62122;3.06914, 50.6206;144;1;0
3.06869, 50.62122;3.06974, 50.62174;18;1;0
3.0687, 50.64787;3.07101, 50.64508;32;1;1
3.0687, 50.64787;3.06928, 50.6486;25;1;1
3.06872, 50.655;3.06894, 50.65384;84;0;0
3.06872, 50.655;3.06798, 50.65496;10;0;1
3.06873, 50.61852;3.06927, 50.61776;18;1;0
3.06874, 50.63709;3.0679, 50.63726;30;0;0
3.06874, 50.63709;3.06928, 50.6375;22;1;0
3.06874, 50.64879;3.06835, 50.64831;15;1;1
3.06874, 50.64879;3.06696, 50.64949;85;1;1
3.06874, 50.66555;3.0694, 50.66574;8;0;0
3.06874, 50.66555;3.06849, 50.66589;6;0;0
3.06876, 50.67525;3.06844, 50.67415;36;0;0
3.06876, 50.67525;3.06766, 50.67585;28;0;2
3.06878, 50.65565;3.06793, 50.65613;22;0;0
3.06879, 50.62994;3.0693, 50.62968;31;1;0
3.06879, 50.62994;3.06972, 50.63018;60;0;0
3.0688, 50.59674;3.06801, 50.59649;17;0;0
3.0688, 50.59674;3.06884, 50.59662;3;0;1
3.0688, 50.6367;3.06945, 50.63662;20;0;0
3.0688, 50.6367;3.06874, 50.63709;245;1;0
3.06884, 50.59662;3.06929, 50.59541;18;0;1
3.06884, 50.59662;3.07068, 50.59703;41;0;0
3.06884, 50.6293;3.06831, 50.62962;32;1;0
3.06884, 50.6293;3.06892, 50.62821;33;0;0
3.06886, 50.66888;3.06954, 50.66905;8;0;0
3.06886, 50.66888;3.0685, 50.66948;25;0;0
3.06888, 50.60706;3.06925, 50.60728;31;1;0
3.06888, 50.60706;3.06917, 50.60685;6;1;0
3.06888, 50.63478;3.06953, 50.63391;214;1;0
3.06888, 50.63478;3.0686, 50.63466;6;1;0
3.0689, 50.65026;3.06908, 50.65031;44;1;2
3.0689, 50.65026;3.06867, 50.65009;6;0;2
3.0689, 50.71712;3.06904, 50.71729;6;0;2
3.0689, 50.71712;3.06904, 50.71729;6;0;2
3.06891, 50.55637;3.07011, 50.55422;45;0;2
3.06891, 50.68191;3.06947, 50.68095;66;0;0
3.06891, 50.68191;3.06833, 50.68167;7;0;2
3.06891, 50.68191;3.06853, 50.68198;3;0;2
3.06891, 50.76985;3.0691, 50.76905;15;0;0
3.06891, 50.76985;3.06868, 50.76983;2;0;0
3.06892, 50.62821;3.06957, 50.62822;183;0;0
3.06893, 50.66529;3.06849, 50.66589;11;1;0
3.06893, 50.66529;3.06874, 50.66555;4;0;0
3.06894, 50.65384;3.06813, 50.65407;14;0;0
3.06894, 50.65384;3.06907, 50.65319;70;1;0
3.06894, 50.65761;3.06857, 50.65828;13;0;0
3.06895, 50.66669;3.0699, 50.66692;10;0;1
3.06895, 50.66669;3.0699, 50.66692;10;0;1
3.06895, 50.70638;3.06821, 50.70639;7;0;0
3.06895, 50.70638;3.06868, 50.70592;6;0;0
3.06896, 50.70255;3.06912, 50.70243;2;1;0
3.06896, 50.70255;3.06832, 50.70296;11;0;0
3.06898, 50.60176;3.06868, 50.60171;5;0;2
3.06899, 50.66521;3.07016, 50.66529;23;0;0
3.06899, 50.66521;3.06893, 50.66529;1;0;0
3.06901, 50.61293;3.06839, 50.61195;19;1;0
3.06901, 50.61293;3.06967, 50.61283;7;0;0
3.06904, 50.6118;3.06839, 50.61195;5;0;0
3.06904, 50.71729;3.06979, 50.71762;20;0;2
3.06906, 50.70488;3.06867, 50.70449;7;0;2
3.06906, 50.70488;3.06843, 50.70528;8;1;0
3.06907, 50.65319;3.06916, 50.65278;152;1;0
3.06907, 50.65319;3.06829, 50.65309;10;1;0
3.06908, 50.65031;3.0689, 50.65026;21;1;2
3.0691, 50.6061;3.06826, 50.60577;13;0;0
3.0691, 50.76905;3.06925, 50.7688;11;0;0
3.0691, 50.76905;3.06839, 50.76897;11;0;0
3.06912, 50.70243;3.06919, 50.70254;3;1;0
3.06913, 50.6047;3.06938, 50.60441;131;1;0
3.06913, 50.6047;3.07126, 50.60683;43;0;0
3.06913, 50.71666;3.0689, 50.71712;22;0;2
3.06913, 50.71666;3.06866, 50.71654;8;0;2
3.06914, 50.6206;3.06949, 50.62009;177;1;0
3.06914, 50.6206;3.07064, 50.62129;129;1;0
