original;connected;weight;SENS UNIQUE;trafic
3.04526, 50.6222;3.04407, 50.62185;193;1;0
3.04526, 50.6222;3.04576, 50.62181;191;0;0
3.04526, 50.65951;3.04488, 50.65995;12;0;0
3.04526, 50.65951;3.04389, 50.65898;13;0;0
3.04527, 50.582;3.04516, 50.5818;66;1;0
3.04527, 50.582;3.04589, 50.58234;8;0;1
3.04528, 50.61034;3.04469, 50.6105;7;1;0
3.04528, 50.61034;3.04431, 50.6088;22;0;1
3.0453, 50.6565;3.0459, 50.65616;27;0;0
3.0453, 50.6565;3.04467, 50.65604;10;1;0
3.0453, 50.67603;3.04861, 50.67789;13;0;1
3.0453, 50.67603;3.04861, 50.67754;28;1;1
3.04532, 50.61509;3.04582, 50.61428;16;1;0
3.04532, 50.61509;3.03871, 50.61429;65;0;0
3.04535, 50.65744;3.04611, 50.6572;218;1;0
3.04535, 50.65744;3.04567, 50.65756;223;0;2
3.04535, 50.65744;3.04458, 50.65689;23;0;0
3.04535, 50.73588;3.0377, 50.73492;158;0;2
3.04535, 50.73588;3.04319, 50.73854;22;0;0
3.04536, 50.63417;3.04478, 50.63363;19;0;0
3.04536, 50.65567;3.0455, 50.65579;113;0;0
3.04536, 50.66436;3.04515, 50.66465;8;0;0
3.04536, 50.66436;3.04642, 50.66478;20;0;0
3.04536, 50.6736;3.04241, 50.67258;20;0;0
3.04537, 50.64301;3.0473, 50.63967;215;0;3
3.04539, 50.63542;3.04598, 50.63524;88;1;0
3.04539, 50.63542;3.04574, 50.63573;11;0;2
3.04539, 50.66196;3.04609, 50.66119;28;0;0
3.04539, 50.66196;3.04455, 50.6617;86;1;0
3.0454, 50.58533;3.04431, 50.58653;41;0;0
3.0454, 50.58533;3.04657, 50.58579;10;0;0
3.0454, 50.62568;3.04503, 50.62539;6;0;0
3.0454, 50.62568;3.04595, 50.62455;52;1;0
3.04542, 50.63619;3.04468, 50.63585;14;0;0
3.04542, 50.63619;3.04645, 50.63566;202;0;0
3.04542, 50.63619;3.04518, 50.63703;9;0;2
3.04546, 50.58398;3.04619, 50.58404;23;0;0
3.04546, 50.58398;3.04518, 50.58524;169;1;0
3.04546, 50.64994;3.04455, 50.64946;99;0;3
3.04548, 50.60507;3.04525, 50.60493;3;0;0
3.0455, 50.54664;3.04729, 50.54601;79;0;0
3.0455, 50.60364;3.04406, 50.60418;28;0;0
3.04551, 50.58786;3.04518, 50.58864;14;0;0
3.04551, 50.58786;3.04461, 50.58769;13;0;0
3.04551, 50.60574;3.04547, 50.60535;10;0;2
3.04552, 50.69008;3.0452, 50.69027;5;0;2
3.04552, 50.69008;3.04525, 50.68994;4;0;2
3.04553, 50.6298;3.04473, 50.63057;133;1;0
3.04553, 50.6298;3.04359, 50.62898;36;0;0
3.04555, 50.62436;3.04487, 50.62396;22;1;0
3.04555, 50.62436;3.04596, 50.62386;98;1;0
3.04555, 50.64968;3.04638, 50.65028;340;0;0
3.04555, 50.69294;3.04601, 50.69278;3;0;3
3.04559, 50.59023;3.04462, 50.59005;24;0;0
3.04559, 50.6733;3.04536, 50.6736;5;0;2
3.04561, 50.68789;3.04499, 50.68832;20;0;2
3.04561, 50.68789;3.04535, 50.68773;5;0;2
3.04562, 50.5833;3.04546, 50.58398;176;1;0
3.04562, 50.5833;3.0488, 50.58358;84;0;3
3.04563, 50.60459;3.0455, 50.60364;50;0;2
3.04564, 50.61357;3.04572, 50.61333;13;0;2
3.04565, 50.65809;3.04531, 50.65805;7;0;0
3.04565, 50.65809;3.04505, 50.65821;7;0;0
3.04566, 50.66704;3.04636, 50.66652;12;0;0
3.04566, 50.66704;3.04485, 50.66632;86;0;0
3.04568, 50.68563;3.04358, 50.68621;25;0;0
3.04571, 50.62824;3.04454, 50.62831;25;1;0
3.04571, 50.62824;3.04508, 50.62792;195;1;0
3.04572, 50.57798;3.0466, 50.57848;22;0;2
3.04572, 50.57798;3.04478, 50.57862;20;0;2
3.04572, 50.68078;3.04499, 50.68049;9;0;0
3.04572, 50.68078;3.04596, 50.6805;0;0;0
3.04574, 50.57107;3.04669, 50.57261;212;0;1
3.04574, 50.57107;3.04669, 50.57261;212;0;1
3.04574, 50.62521;3.04543, 50.6252;0;0;0
3.04576, 50.62181;3.04442, 50.62136;29;1;0
3.04576, 50.62181;3.04676, 50.621;26;0;0
3.04576, 50.65193;3.04654, 50.65159;13;0;0
3.04576, 50.65193;3.04633, 50.65247;18;0;0
3.04577, 50.58981;3.04559, 50.59023;11;0;0
3.04577, 50.60501;3.04563, 50.60459;16;0;2
3.04577, 50.60501;3.04548, 50.60507;5;0;2
3.04579, 50.5792;3.04525, 50.57967;12;0;2
3.04579, 50.62743;3.04508, 50.62792;46;1;0
3.04579, 50.62743;3.04484, 50.62685;54;1;0
3.04581, 50.61117;3.04528, 50.61034;13;0;1
3.04581, 50.61117;3.04459, 50.61108;57;1;0
3.04581, 50.62493;3.04545, 50.62495;0;0;0
3.04581, 50.62584;3.04484, 50.62685;93;1;0
3.04581, 50.62584;3.0454, 50.62568;5;0;0
3.04581, 50.66357;3.04536, 50.66436;16;0;0
3.04582, 50.61428;3.04342, 50.6137;26;0;0
3.04582, 50.61428;3.04603, 50.61363;12;0;0
3.04582, 50.68405;3.04503, 50.68468;16;0;0
3.04582, 50.68405;3.04418, 50.68333;20;0;0
3.04584, 50.62483;3.04543, 50.62485;134;0;0
3.04584, 50.68645;3.04331, 50.68647;55;0;2
3.04584, 50.68645;3.04428, 50.68782;28;0;0
3.04585, 50.65974;3.04637, 50.6591;12;0;0
3.04585, 50.65974;3.04526, 50.65951;5;0;0
3.04585, 50.67791;3.04462, 50.67799;23;0;2
3.04585, 50.67791;3.04641, 50.67735;15;0;2
3.04587, 50.57615;3.04457, 50.57735;114;0;2
3.04587, 50.57615;3.04381, 50.5769;37;0;2
3.04588, 50.60635;3.04677, 50.60616;7;0;0
3.04588, 50.60635;3.04525, 50.60589;20;0;2
3.04589, 50.58234;3.04562, 50.5833;165;1;0
3.04589, 50.58234;3.04706, 50.58254;13;0;1
3.0459, 50.6238;3.04547, 50.62367;64;0;2
3.0459, 50.69471;3.04284, 50.69488;27;0;1
3.0459, 50.69471;3.04555, 50.69294;456;0;2
3.04591, 50.7715;3.04376, 50.771;16;0;0
3.04591, 50.7715;3.04506, 50.77233;21;0;1
3.04591, 50.7715;3.04861, 50.7723;26;0;0
3.04594, 50.67199;3.04604, 50.67195;3;1;2
3.04595, 50.59201;3.04517, 50.59208;14;0;0
3.04595, 50.59201;3.04661, 50.59269;19;0;0
3.04595, 50.62455;3.04519, 50.62467;19;0;2
3.04595, 50.62455;3.04555, 50.62436;104;1;0
3.04596, 50.62386;3.04657, 50.62307;90;1;0
3.04596, 50.62386;3.0471, 50.62409;17;1;0
3.04598, 50.63524;3.04637, 50.63512;123;1;0
3.046, 50.6537;3.04687, 50.65307;28;1;2
3.046, 50.6537;3.04424, 50.65292;353;0;2
3.04601, 50.69278;3.05157, 50.69091;428;0;3
3.04602, 50.57994;3.05018, 50.58075;144;1;0
3.04602, 50.57994;3.04741, 50.57891;22;0;0
3.04602, 50.6577;3.04565, 50.65809;92;0;0
3.04602, 50.67203;3.04594, 50.67199;5;1;2
3.04602, 50.67203;3.04559, 50.6733;20;0;2
3.04603, 50.61363;3.04348, 50.61331;63;1;0
3.04603, 50.61363;3.04616, 50.61314;9;0;0
3.04604, 50.67195;3.04653, 50.67124;18;0;2
3.04604, 50.67195;3.04611, 50.672;8;1;2
3.04605, 50.6074;3.04625, 50.60696;176;1;2
3.04605, 50.6074;3.04649, 50.60726;11;0;2
3.04607, 50.61823;3.04854, 50.61845;32;0;0
3.04607, 50.61823;3.04624, 50.61876;153;0;0
3.04611, 50.6572;3.0476, 50.65691;169;1;0
3.04611, 50.6572;3.0453, 50.6565;21;1;0
3.04611, 50.672;3.04602, 50.67203;9;1;2
3.04611, 50.672;3.04694, 50.67209;10;0;2
3.04612, 50.60062;3.04714, 50.60044;6;0;1
3.04612, 50.60062;3.04237, 50.60297;47;1;2
3.04613, 50.62353;3.04563, 50.62335;77;0;2
3.04613, 50.63195;3.04756, 50.63066;119;1;0
3.04613, 50.63195;3.04473, 50.63057;51;0;0
3.04614, 50.62923;3.04641, 50.62934;6;1;0
3.04614, 50.62923;3.04553, 50.6298;130;1;0
3.04614, 50.68614;3.04731, 50.68653;66;1;0
3.04614, 50.68614;3.04584, 50.68645;6;0;0
3.04614, 50.6897;3.04588, 50.68952;4;0;2
3.04614, 50.6897;3.04552, 50.69008;9;0;2
3.04615, 50.615;3.04608, 50.61465;26;0;2
3.04616, 50.61314;3.04359, 50.61274;56;0;0
3.04616, 50.61314;3.04629, 50.61253;14;0;0
3.04616, 50.63007;3.04553, 50.6298;11;0;0
3.04616, 50.70677;3.04355, 50.70942;46;0;0
3.04616, 50.70677;3.0518, 50.70887;35;0;0
3.04619, 50.58404;3.04655, 50.58372;13;0;0
3.04619, 50.58404;3.04707, 50.58394;18;0;0
3.04621, 50.68429;3.04582, 50.68405;7;0;0
3.04621, 50.68429;3.04699, 50.68379;13;1;0
3.04623, 50.5286;3.048, 50.53347;131;0;3
3.04623, 50.5286;3.04733, 50.52766;637;0;3
3.04623, 50.68098;3.04572, 50.68078;7;0;0
3.04624, 50.61876;3.04854, 50.61845;78;0;1
3.04625, 50.60696;3.04524, 50.6065;105;0;0
3.04629, 50.61253;3.04513, 50.61247;119;1;0
3.04629, 50.66309;3.04581, 50.66357;8;0;0
3.04629, 50.66309;3.04481, 50.66261;18;1;0
3.0463, 50.63683;3.04722, 50.637;15;0;0
3.0463, 50.63683;3.04542, 50.63619;25;0;0
3.0463, 50.776;3.04677, 50.77555;173;0;5
3.04632, 50.65077;3.04591, 50.65053;6;0;0
3.04632, 50.65077;3.04455, 50.65181;34;0;0
3.04633, 50.60793;3.04646, 50.60824;9;0;0
3.04633, 50.60793;3.04605, 50.6074;182;1;2
3.04633, 50.60793;3.04776, 50.6081;28;0;12
3.04635, 50.61189;3.04581, 50.61117;14;0;1
3.04635, 50.61189;3.04733, 50.60915;58;0;0
3.04635, 50.61189;3.04448, 50.61177;25;1;0
3.04635, 50.68595;3.04568, 50.68563;13;0;0
3.04635, 50.68595;3.04614, 50.68614;80;1;0
3.04637, 50.63512;3.04536, 50.63417;31;0;0
3.04637, 50.63512;3.04862, 50.6345;78;1;0
3.04637, 50.6591;3.04403, 50.65825;31;0;0
3.04637, 50.6591;3.04688, 50.65845;12;0;0
3.04637, 50.77438;3.04509, 50.77548;19;0;0
3.04637, 50.77438;3.04517, 50.77391;13;0;0
3.04637, 50.77438;3.04686, 50.77452;10;0;0
3.04638, 50.65028;3.05118, 50.65171;320;0;0
3.04638, 50.68217;3.04512, 50.68262;12;0;1
3.04638, 50.68217;3.04689, 50.68237;7;0;0
3.04639, 50.65476;3.04762, 50.65584;29;0;0
3.04639, 50.65476;3.04439, 50.65493;171;1;1
3.0464, 50.58443;3.04619, 50.58404;9;0;0
3.0464, 50.6479;3.04689, 50.64794;13;0;3
3.0464, 50.6479;3.04689, 50.64794;13;0;3
3.04641, 50.62934;3.04694, 50.62889;163;1;0
3.04641, 50.62934;3.04676, 50.62949;8;1;0
3.04641, 50.68105;3.04623, 50.68098;2;1;0
3.04641, 50.68105;3.04623, 50.68098;2;0;0
3.04642, 50.66478;3.04644, 50.66525;19;0;0
3.04642, 50.66478;3.04697, 50.6652;15;0;0
3.04643, 50.59029;3.04559, 50.59023;6;0;0
3.04643, 50.59029;3.04517, 50.59208;68;0;0
3.04645, 50.63566;3.04598, 50.63524;39;1;0
3.04645, 50.63566;3.05042, 50.63614;135;1;0
3.04645, 50.63566;3.04675, 50.63548;22;0;0
3.04646, 50.68833;3.04661, 50.68868;6;0;2
3.04646, 50.68833;3.04561, 50.68789;18;0;2
3.04646, 50.69559;3.04696, 50.69607;21;0;2
3.04646, 50.69559;3.0459, 50.69471;23;0;0
3.04648, 50.77075;3.04958, 50.77124;40;1;0
3.04648, 50.77075;3.04591, 50.7715;39;0;1
3.04649, 50.6141;3.04582, 50.61428;136;1;0
3.0465, 50.67352;3.04645, 50.67378;34;0;2
3.0465, 50.67352;3.04559, 50.6733;11;0;2
3.04652, 50.65017;3.04901, 50.65039;260;1;1
3.04652, 50.65017;3.04491, 50.64821;297;1;1
3.04652, 50.65017;3.04721, 50.6494;529;1;1
3.04652, 50.65017;3.04822, 50.64785;23;0;1
3.04652, 50.68938;3.04733, 50.68904;9;0;2
3.04652, 50.69064;3.04776, 50.69158;59;0;3
3.04653, 50.61698;3.04157, 50.61703;15;0;9
3.04653, 50.61698;3.05036, 50.61803;218;1;9
3.04653, 50.67124;3.04666, 50.67106;4;0;2
3.04653, 50.68947;3.04652, 50.68938;1;0;0
3.04653, 50.68947;3.04614, 50.6897;6;0;2
3.04654, 50.65159;3.04715, 50.65218;12;0;0
3.04654, 50.65159;3.04726, 50.65128;17;0;0
3.04654, 50.68054;3.04643, 50.68075;20;0;2
3.04657, 50.58579;3.04781, 50.58627;12;0;0
3.04657, 50.58579;3.04551, 50.58786;35;0;0
3.04657, 50.62307;3.04472, 50.62265;30;1;0
3.04657, 50.62307;3.0473, 50.62235;86;1;0
3.0466, 50.55937;3.04858, 50.56159;15;0;1
3.0466, 50.55937;3.05301, 50.55675;55;0;0
3.0466, 50.57848;3.04751, 50.57881;13;0;2
3.0466, 50.57848;3.04579, 50.5792;18;0;2
3.04661, 50.59269;3.04659, 50.59301;8;0;0
3.04661, 50.59269;3.04701, 50.59244;9;0;0
3.04663, 50.67336;3.04696, 50.67344;6;0;2
3.04663, 50.67336;3.0465, 50.67352;3;0;2
3.04664, 50.61124;3.04621, 50.61119;41;0;0
3.04665, 50.62873;3.04614, 50.62923;142;1;0
3.04665, 50.62873;3.04571, 50.62824;141;1;0
3.04669, 50.57261;3.04721, 50.57339;339;0;1
3.04669, 50.57261;3.04721, 50.57339;339;0;1
3.04669, 50.61102;3.04638, 50.61099;0;0;2
3.04669, 50.66647;3.04824, 50.66659;15;0;0
3.04671, 50.61247;3.04629, 50.61253;7;0;0
3.04671, 50.61247;3.04635, 50.61189;13;0;1
3.04671, 50.67592;3.04671, 50.67592;0;1;2
3.04673, 50.61092;3.0464, 50.61089;0;0;0
3.04675, 50.63548;3.04862, 50.6345;60;0;0
3.04675, 50.63548;3.04637, 50.63512;12;0;0
3.04676, 50.621;3.04717, 50.62067;5;0;0
3.04676, 50.621;3.0434, 50.62009;141;0;0
3.04676, 50.62949;3.04616, 50.63007;79;1;0
3.04677, 50.60616;3.04548, 50.60507;21;0;0
3.04677, 50.60616;3.048, 50.60595;12;0;0
3.04677, 50.77555;3.0468, 50.77533;0;0;5
3.04677, 50.77555;3.04758, 50.77616;111;0;5
3.04678, 50.58081;3.04725, 50.58112;10;0;2
3.04679, 50.62475;3.0471, 50.62409;56;1;0
3.04679, 50.62475;3.04595, 50.62455;101;1;0
3.0468, 50.77533;3.0469, 50.77522;0;0;5
3.04682, 50.61265;3.04671, 50.61247;4;0;1
3.04682, 50.61265;3.04714, 50.61263;5;0;2
3.04682, 50.76993;3.04508, 50.7697;31;1;0
3.04682, 50.76993;3.04648, 50.77075;13;0;1
3.04686, 50.77396;3.0465, 50.77381;7;0;2
3.04686, 50.77396;3.04637, 50.77438;6;0;0
3.04686, 50.77452;3.04764, 50.77422;14;0;0
3.04686, 50.77452;3.04687, 50.77473;6;0;0
3.04687, 50.65307;3.0474, 50.65399;32;1;2
3.04687, 50.77473;3.0464, 50.77476;7;0;2
3.04687, 50.77473;3.0469, 50.77522;10;0;0
3.04688, 50.65845;3.04565, 50.65809;27;0;0
3.04688, 50.65845;3.04725, 50.65806;1;0;2
3.04689, 50.61461;3.04725, 50.61446;0;0;0
3.04689, 50.64794;3.0472, 50.64791;9;0;3
3.04689, 50.64794;3.0472, 50.64791;9;0;3
3.04689, 50.64794;3.04885, 50.64933;807;0;3
3.04689, 50.68237;3.04738, 50.68249;5;0;0
3.04692, 50.61465;3.04732, 50.61454;0;0;2
3.04692, 50.66248;3.04629, 50.66309;13;1;0
3.04692, 50.66248;3.04539, 50.66196;78;1;0
3.04694, 50.62628;3.04579, 50.62743;145;0;0
3.04694, 50.62628;3.04581, 50.62584;15;0;0
3.04694, 50.62889;3.04665, 50.62873;152;1;0
3.04694, 50.67209;3.04663, 50.67336;34;0;2
3.04694, 50.67209;3.04776, 50.67217;10;0;2
3.04694, 50.68975;3.04653, 50.68947;8;0;0
3.04694, 50.68975;3.04652, 50.69064;30;0;2
3.04699, 50.68379;3.0471, 50.68372;4;0;0
3.04699, 50.68379;3.04512, 50.68262;36;1;0
3.047, 50.67422;3.04536, 50.6736;12;0;0
3.04701, 50.59244;3.04701, 50.59244;0;0;0
3.04703, 50.63043;3.04616, 50.63007;13;0;0
3.04703, 50.63043;3.04762, 50.62986;77;1;0
3.04704, 50.61493;3.04532, 50.61509;20;1;0
3.04704, 50.61493;3.04649, 50.6141;53;1;0
3.04705, 50.61298;3.04682, 50.61265;7;0;1
3.04706, 50.58254;3.04714, 50.58193;13;0;2
3.04706, 50.58254;3.04905, 50.58266;27;0;1
3.04707, 50.76887;3.04682, 50.76993;12;0;1
3.04707, 50.76887;3.0451, 50.76866;22;1;0
3.04708, 50.59015;3.04643, 50.59029;8;0;0
3.04708, 50.59015;3.04577, 50.58981;42;0;0
3.04708, 50.76818;3.04728, 50.76805;4;0;2
3.04708, 50.76818;3.0451, 50.76821;32;0;0
3.0471, 50.62409;3.04749, 50.62325;54;1;0
3.0471, 50.62409;3.04805, 50.62427;14;0;0
3.0471, 50.68132;3.04641, 50.68105;9;0;0
3.0471, 50.68132;3.04638, 50.68217;14;0;1
3.04711, 50.60338;3.0488, 50.60334;16;0;0
3.04711, 50.60338;3.0455, 50.60364;18;0;0
3.04714, 50.58193;3.04724, 50.58161;6;0;2
3.04714, 50.58193;3.04678, 50.58188;4;0;2
3.04714, 50.61263;3.04973, 50.60923;118;0;3
3.04714, 50.61263;3.04731, 50.61278;4;0;2
3.04717, 50.62067;3.04852, 50.61958;189;0;0
3.0472, 50.62638;3.0483, 50.6251;92;1;0
3.0472, 50.62638;3.04694, 50.62628;8;0;0
3.0472, 50.64791;3.04485, 50.64916;814;0;3
3.04721, 50.57339;3.0473, 50.57351;1;0;1
3.04721, 50.57339;3.0473, 50.57351;1;0;1
3.04721, 50.57339;3.04669, 50.57261;7;1;2
3.04721, 50.6494;3.04764, 50.64963;3;0;1
3.04722, 50.57618;3.04736, 50.57702;518;0;2
3.04722, 50.637;3.04746, 50.63675;9;0;2
3.04722, 50.637;3.04811, 50.63717;11;0;0
3.04723, 50.76826;3.04707, 50.76887;7;0;1
3.04723, 50.76826;3.04708, 50.76818;2;0;2
3.04724, 50.58161;3.04778, 50.58145;8;0;2
3.04724, 50.58161;3.04725, 50.58112;14;0;2
3.04725, 50.58112;3.04872, 50.58148;19;0;2
3.04725, 50.66145;3.04692, 50.66248;199;0;0
3.04726, 50.65128;3.04775, 50.65186;17;0;0
3.04726, 50.65128;3.04779, 50.65105;8;0;0
3.04726, 50.65128;3.04632, 50.65077;16;0;0
3.04727, 50.62816;3.04665, 50.62873;149;1;0
3.04727, 50.77357;3.04686, 50.77396;5;0;0
3.04727, 50.77357;3.0469, 50.77342;7;0;2
3.04728, 50.6715;3.04709, 50.67173;6;0;2
3.04728, 50.6715;3.04653, 50.67124;16;0;2
3.04728, 50.76805;3.04737, 50.7682;3;0;2
3.04728, 50.76805;3.04758, 50.76716;9;0;1
3.04729, 50.54601;3.04771, 50.54674;16;0;0
3.04729, 50.54601;3.04859, 50.54574;14;0;0
3.0473, 50.57351;3.04746, 50.57375;3;0;1
3.0473, 50.57351;3.04746, 50.57375;3;0;1
3.0473, 50.62235;3.0484, 50.62129;96;1;0
3.0473, 50.62235;3.04576, 50.62181;29;0;0
3.0473, 50.63967;3.0436, 50.63891;290;0;3
3.04731, 50.61278;3.04705, 50.61298;8;0;2
3.04731, 50.65669;3.0476, 50.65691;11;0;2
3.04731, 50.65669;3.04762, 50.65584;174;1;2
3.04731, 50.68653;3.04866, 50.68684;24;0;0
3.04733, 50.52766;3.04297, 50.52505;60;0;0
3.04733, 50.60915;3.04497, 50.60826;49;0;0
3.04733, 50.60915;3.04758, 50.60853;32;0;0
3.04733, 50.68904;3.04797, 50.68871;7;0;2
3.04733, 50.68904;3.04809, 50.68957;12;0;2
3.04735, 50.59927;3.04811, 50.59945;13;0;2
3.04736, 50.57702;3.0466, 50.57848;25;0;2
3.04736, 50.57702;3.04572, 50.57798;44;0;2
3.04737, 50.7682;3.04723, 50.76826;2;0;2
3.04737, 50.7682;3.04883, 50.76858;16;0;0
3.04738, 50.68249;3.04772, 50.68213;7;0;0
3.04738, 50.68249;3.04825, 50.68233;20;0;0
3.0474, 50.65399;3.046, 50.6537;40;1;2
3.0474, 50.65399;3.04804, 50.65424;18;1;0
3.0474, 50.66103;3.04725, 50.66145;19;0;0
3.0474, 50.66103;3.04651, 50.66097;9;0;2
3.0474, 50.68501;3.04621, 50.68429;17;0;0
3.0474, 50.68501;3.04635, 50.68595;66;1;0
3.04741, 50.57891;3.04751, 50.57881;2;0;0
3.04741, 50.57891;3.04984, 50.57933;93;0;0
3.04743, 50.58867;3.04808, 50.58876;9;0;2
3.04743, 50.6268;3.0477, 50.62687;0;0;0
3.04743, 50.63322;3.04536, 50.63417;130;1;0
3.04743, 50.63322;3.04613, 50.63195;146;0;0
3.04745, 50.5939;3.04916, 50.59596;34;0;0
3.04746, 50.57375;3.04837, 50.5754;20;0;1
3.04746, 50.57375;3.04837, 50.5754;20;0;1
3.04746, 50.57375;3.04795, 50.57349;57;0;2
3.04746, 50.63675;3.04766, 50.63658;6;0;2
3.04746, 50.63675;3.04698, 50.63654;8;0;2
3.04747, 50.74573;3.05077, 50.74454;25;0;0
3.04749, 50.62325;3.04786, 50.62249;107;1;0
3.04749, 50.62325;3.04657, 50.62307;13;1;0
3.0475, 50.6615;3.04725, 50.66145;178;1;0
3.0475, 50.6615;3.04768, 50.66119;162;0;2
3.04751, 50.57881;3.0492, 50.57722;39;0;0
3.04752, 50.6149;3.04759, 50.61523;0;0;2
3.04754, 50.68634;3.04731, 50.68653;4;1;0
3.04754, 50.68634;3.04802, 50.68651;20;0;2
3.04755, 50.66084;3.04869, 50.66083;24;1;0
3.04755, 50.66084;3.0474, 50.66103;75;0;0
3.04755, 50.7733;3.04727, 50.77357;3;0;0
3.04755, 50.7733;3.04808, 50.77341;72;0;2
3.04756, 50.63066;3.04878, 50.62956;122;1;0
3.04756, 50.63066;3.04703, 50.63043;8;0;0
3.04758, 50.60853;3.04776, 50.6081;19;0;0
3.04758, 50.61381;3.04649, 50.6141;115;1;0
3.04758, 50.61381;3.04705, 50.61298;17;0;1
3.04758, 50.76716;3.04768, 50.76694;2;0;1
3.04758, 50.76716;3.04861, 50.76734;108;0;2
3.04758, 50.77616;3.0463, 50.776;23;0;5
3.04759, 50.60043;3.04714, 50.60044;2;0;1
3.0476, 50.65691;3.04958, 50.65579;165;1;0
3.04761, 50.60474;3.04711, 50.60338;64;0;2
3.04761, 50.60474;3.04577, 50.60501;38;0;2
3.04762, 50.62986;3.04676, 50.62949;78;1;0
3.04762, 50.65259;3.04687, 50.65307;19;1;2
3.04762, 50.65584;3.04731, 50.65669;26;0;2
3.04764, 50.62655;3.04571, 50.62824;57;1;0
3.04764, 50.62655;3.0472, 50.62638;136;0;0
3.04764, 50.64963;3.04901, 50.65039;276;0;1
3.04764, 50.64963;3.04652, 50.65017;16;1;1
3.04766, 50.73325;3.04535, 50.73588;22;0;0
3.04766, 50.73325;3.03953, 50.73212;56;0;0
3.04768, 50.76694;3.04983, 50.76696;24;0;2
3.04768, 50.76694;3.04797, 50.76255;36;0;1
3.04769, 50.66439;3.04581, 50.66357;49;0;0
3.04769, 50.66439;3.0474, 50.66479;14;0;0
3.0477, 50.61417;3.0472, 50.6143;110;0;0
3.04771, 50.54674;3.04771, 50.54674;0;1;0
3.04772, 50.59376;3.04745, 50.5939;3;0;0
3.04772, 50.59376;3.04863, 50.59402;13;0;0
3.04772, 50.62493;3.04805, 50.62427;18;1;0
3.04772, 50.62493;3.04679, 50.62475;61;1;0
3.04772, 50.68213;3.04689, 50.68237;17;0;0
3.04774, 50.68056;3.04458, 50.67948;51;0;0
3.04774, 50.68056;3.0471, 50.68132;15;0;1
3.04776, 50.6081;3.04803, 50.60737;23;0;0
3.04776, 50.67217;3.04728, 50.6715;31;0;2
3.04776, 50.69158;3.05226, 50.68884;365;0;3
3.04778, 50.75968;3.04902, 50.75995;20;0;2
3.04778, 50.75968;3.04834, 50.75826;10;0;1
3.04781, 50.58627;3.04803, 50.58635;2;0;0
3.04781, 50.59187;3.04595, 50.59201;14;0;0
3.04781, 50.59187;3.04851, 50.59246;14;0;0
3.04782, 50.62663;3.04764, 50.62655;3;0;0
3.04782, 50.62663;3.04902, 50.62532;46;1;0
3.04784, 50.64635;3.0472, 50.64791;64;0;0
3.04784, 50.67921;3.04799, 50.67911;2;1;1
3.04784, 50.67921;3.04585, 50.67791;53;0;2
3.04786, 50.62249;3.0473, 50.62235;8;0;0
3.04786, 50.66051;3.04755, 50.66084;9;0;0
3.04786, 50.66051;3.04585, 50.65974;20;0;0
3.04791, 50.67457;3.04871, 50.67382;28;0;0
3.04791, 50.67457;3.047, 50.67422;9;0;0
3.04791, 50.68166;3.04927, 50.68171;15;0;0
3.04791, 50.68166;3.04772, 50.68213;8;0;0
3.04792, 50.67936;3.04784, 50.67921;3;1;1
3.04792, 50.67936;3.04774, 50.68056;32;0;1
3.04796, 50.65411;3.0474, 50.65399;93;0;0
3.04796, 50.65411;3.04851, 50.65362;7;0;0
3.04797, 50.68136;3.04791, 50.68166;6;0;0
3.04797, 50.68136;3.0471, 50.68132;19;0;0
3.04797, 50.6874;3.04671, 50.68756;15;0;0
3.04797, 50.6874;3.04725, 50.68709;9;0;0
3.04797, 50.68871;3.04902, 50.68926;14;0;2
3.04797, 50.68871;3.04646, 50.68833;30;0;2
3.04797, 50.76255;3.05112, 50.76396;200;1;0
3.04797, 50.76255;3.04802, 50.76232;2;0;1
3.04799, 50.63377;3.04743, 50.63322;175;0;0
3.04799, 50.67911;3.04818, 50.67933;8;1;1
3.048, 50.53347;3.04418, 50.52795;617;0;9
3.048, 50.58994;3.04708, 50.59015;11;0;0
3.048, 50.58994;3.0481, 50.59125;17;0;0
3.048, 50.60595;3.04898, 50.6058;11;0;0
3.048, 50.60595;3.04761, 50.60474;23;0;2
3.04802, 50.76232;3.04778, 50.75968;20;0;1
3.04802, 50.76232;3.04529, 50.76177;51;0;2
3.04802, 50.77283;3.04734, 50.77295;16;0;2
3.04802, 50.77283;3.04755, 50.7733;7;0;0
3.04803, 50.58635;3.04942, 50.5869;14;0;0
3.04803, 50.58635;3.04725, 50.58751;30;0;0
3.04803, 50.60737;3.04625, 50.60696;109;0;0
3.04803, 50.60737;3.04898, 50.6058;39;0;0
3.04804, 50.65424;3.04796, 50.65411;2;0;0
3.04805, 50.58563;3.04979, 50.58535;36;0;0
3.04805, 50.58563;3.04763, 50.58472;24;0;0
3.04805, 50.58563;3.04781, 50.58627;10;0;0
3.04805, 50.62427;3.04844, 50.62435;9;0;3
3.04805, 50.62427;3.04845, 50.62344;19;1;0
3.04808, 50.58876;3.04847, 50.58882;6;0;2
3.04808, 50.58876;3.04842, 50.58784;173;0;2
3.04808, 50.58978;3.048, 50.58994;3;0;0
3.04808, 50.58978;3.04933, 50.59136;70;1;0
3.04808, 50.62504;3.04772, 50.62493;7;1;0
3.04808, 50.62504;3.04844, 50.62435;20;0;2
3.04808, 50.77341;3.04873, 50.77346;150;0;2
3.04808, 50.77341;3.04815, 50.77389;13;0;2
